# Time = 0.237813  Cycle = 503
# X,UVector,P
0.005,0.999977,8.61276e-06,2.49992,0.999968
0.015101,0.999967,2.89713e-05,2.49989,0.999954
0.025202,0.999946,5.9536e-05,2.49981,0.999924
0.035303,0.999905,0.000109899,2.49967,0.999867
0.045404,0.999835,0.000194162,2.49942,0.999769
0.0555051,0.999718,0.00033334,2.49901,0.999605
0.0656061,0.999528,0.000558216,2.49835,0.999339
0.0757071,0.999228,0.000912546,2.4973,0.99892
0.0858081,0.998768,0.00145632,2.49569,0.998276
0.0959091,0.99808,0.00226857,2.49329,0.997314
0.10601,0.997079,0.00344895,2.48979,0.995915
0.116111,0.995662,0.00511739,2.48485,0.993935
0.126212,0.99371,0.007411,2.47805,0.99121
0.136313,0.991091,0.0104779,2.46895,0.987559
0.146414,0.98767,0.014468,2.4571,0.982798
0.156515,0.983315,0.0195219,2.44206,0.976747
0.166616,0.977905,0.0257589,2.42346,0.969249
0.176717,0.97134,0.0332659,2.40101,0.960178
0.186818,0.963548,0.0420894,2.37454,0.949448
0.196919,0.954488,0.0522303,2.34399,0.937022
0.20702,0.944154,0.0636436,2.30943,0.922912
0.217121,0.932568,0.0762419,2.27105,0.907175
0.227222,0.919783,0.0899019,2.22916,0.889907
0.237323,0.905874,0.104472,2.18412,0.871238
0.247424,0.890935,0.119784,2.13635,0.851319
0.257525,0.87507,0.135657,2.08631,0.830318
0.267626,0.85839,0.15191,2.03446,0.808408
0.277727,0.841009,0.168367,1.98126,0.785762
0.287828,0.823039,0.184861,1.92713,0.762547
0.297929,0.804588,0.201236,1.87247,0.738924
0.30803,0.785758,0.217356,1.81766,0.715038
0.318131,0.766645,0.233095,1.763,0.691024
0.328232,0.747335,0.248348,1.70877,0.667004
0.338333,0.727908,0.263023,1.65523,0.643085
0.348434,0.708436,0.277045,1.60257,0.619361
0.358535,0.688985,0.290351,1.55097,0.595917
0.368636,0.669612,0.302892,1.50056,0.572823
0.378737,0.650371,0.314629,1.45146,0.550144
0.388838,0.63131,0.325535,1.40376,0.527931
0.398939,0.612472,0.335592,1.35753,0.506234
0.40904,0.593898,0.344788,1.31282,0.485093
0.419141,0.575627,0.353121,1.26967,0.464545
0.429242,0.5577,0.360591,1.22814,0.444626
0.439343,0.540157,0.367209,1.18825,0.425372
0.449444,0.523045,0.372986,1.15005,0.406823
0.459545,0.506422,0.37794,1.11359,0.389026
0.469646,0.490367,0.382094,1.07899,0.37205
0.479747,0.474994,0.385474,1.0464,0.355997
0.489848,0.460486,0.388111,1.01614,0.341033
0.499949,0.447158,0.390046,0.988743,0.327451
0.510051,0.435579,0.39133,0.965274,0.315794
0.520152,0.426759,0.392029,0.94764,0.307031
0.530253,0.422031,0.392239,0.938382,0.302443
0.540354,0.421155,0.392123,0.936911,0.301746
0.550455,0.421113,0.391923,0.937157,0.301911
0.560556,0.421032,0.391694,0.937375,0.30207
0.570657,0.420874,0.391425,0.93751,0.302197
0.580758,0.420626,0.391096,0.93757,0.3023
0.590859,0.420258,0.390673,0.937552,0.302387
0.60096,0.419713,0.390098,0.93744,0.302462
0.611061,0.418897,0.389281,0.937197,0.302527
0.621162,0.417665,0.388084,0.936764,0.302586
0.631263,0.415814,0.386318,0.936056,0.302639
0.641364,0.413086,0.383744,0.934962,0.302688
0.651465,0.40919,0.380089,0.933358,0.302732
0.661566,0.403839,0.375089,0.931123,0.302772
0.671667,0.396809,0.368533,0.928159,0.302809
0.681768,0.387995,0.360324,0.924423,0.302844
0.691869,0.377466,0.350526,0.919944,0.302876
0.70197,0.365484,0.339383,0.914836,0.302905
0.712071,0.352492,0.327305,0.909291,0.302933
0.722172,0.339063,0.314825,0.903557,0.302959
0.732273,0.325822,0.302522,0.897902,0.302983
0.742374,0.313359,0.290944,0.892582,0.303006
0.752475,0.302154,0.280536,0.887802,0.303028
0.762576,0.292527,0.271592,0.883698,0.303048
0.772677,0.284618,0.264245,0.880329,0.303065
0.782778,0.278408,0.258472,0.877674,0.303077
0.792879,0.273745,0.254128,0.875654,0.303078
0.80298,0.270397,0.25099,0.874134,0.303059
0.813081,0.26809,0.248787,0.872937,0.303
0.823182,0.266545,0.247236,0.871829,0.302867
0.833283,0.265495,0.246038,0.870501,0.302599
0.843384,0.264688,0.244877,0.8685,0.30209
0.853485,0.263869,0.243373,0.865135,0.30116
0.863586,0.262748,0.241024,0.859316,0.299507
0.873687,0.26095,0.237104,0.849324,0.296642
0.883788,0.257947,0.230544,0.832515,0.291796
0.893889,0.252985,0.219815,0.805053,0.283822
0.90399,0.245042,0.202942,0.761959,0.271169
0.914091,0.232938,0.177909,0.698201,0.252104
0.924192,0.215801,0.143902,0.611859,0.225552
0.934293,0.194082,0.103402,0.509458,0.192765
0.944394,0.170689,0.0634226,0.408954,0.158869
0.954495,0.150471,0.0324482,0.33163,0.131253
0.964596,0.136971,0.0140823,0.285883,0.114064
0.974697,0.12993,0.00547631,0.264206,0.105636
0.984798,0.126884,0.00201109,0.255332,0.102126
0.994899,0.125716,0.00069757,0.252012,0.100804
1.005,0.125334,0.000168338,0.250935,0.100374
