# Time = 0.248771  Cycle = 527
# X,UVector,P
0.005,0.999932,2.33281e-05,2.49976,0.999905
0.015101,0.999909,7.69805e-05,2.49968,0.999873
0.025202,0.999857,0.00015298,2.4995,0.9998
0.035303,0.999764,0.000270819,2.49917,0.99967
0.045404,0.99961,0.000457084,2.49864,0.999454
0.0555051,0.999365,0.000748575,2.49778,0.999112
0.0656061,0.998988,0.00119546,2.49646,0.998584
0.0757071,0.998422,0.00186408,2.49448,0.997793
0.0858081,0.997597,0.00283899,2.4916,0.996638
0.0959091,0.996422,0.00422337,2.4875,0.994996
0.10601,0.994795,0.00613742,2.48183,0.992723
0.116111,0.992598,0.00871406,2.47419,0.98966
0.126212,0.989709,0.012092,2.46416,0.985634
0.136313,0.986003,0.0164065,2.45133,0.980479
0.146414,0.981362,0.021779,2.43533,0.974037
0.156515,0.975684,0.0283069,2.41585,0.966175
0.166616,0.968887,0.0360545,2.39266,0.956794
0.176717,0.960919,0.0450475,2.36564,0.945833
0.186818,0.951754,0.0552699,2.3348,0.933277
0.196919,0.941396,0.0666657,2.30024,0.919152
0.20702,0.929879,0.0791426,2.26218,0.903526
0.217121,0.917259,0.0925784,2.22091,0.886497
0.227222,0.903609,0.106829,2.1768,0.868192
0.237323,0.88902,0.121737,2.13022,0.848756
0.247424,0.87359,0.137138,2.08162,0.828342
0.257525,0.85742,0.152866,2.0314,0.80711
0.267626,0.840616,0.168764,1.97998,0.785217
0.277727,0.823278,0.18468,1.92775,0.762814
0.287828,0.805505,0.200479,1.87506,0.740045
0.297929,0.787387,0.216034,1.82224,0.717041
0.30803,0.769011,0.231236,1.76957,0.693923
0.318131,0.750454,0.24599,1.71732,0.670801
0.328232,0.731789,0.260214,1.66569,0.64777
0.338333,0.713079,0.273839,1.61487,0.624916
0.348434,0.694384,0.286809,1.56502,0.602313
0.358535,0.675756,0.299079,1.51625,0.580028
0.368636,0.657242,0.310614,1.46869,0.558115
0.378737,0.638885,0.321387,1.4224,0.536625
0.388838,0.620725,0.33138,1.37745,0.5156
0.398939,0.602796,0.340582,1.33391,0.495076
0.40904,0.585133,0.348989,1.29179,0.475087
0.419141,0.56777,0.3566,1.25114,0.455663
0.429242,0.55074,0.363421,1.21199,0.436834
0.439343,0.53408,0.369462,1.17437,0.418631
0.449444,0.517834,0.374737,1.13831,0.401089
0.459545,0.502054,0.379262,1.10388,0.384253
0.469646,0.486815,0.383059,1.07118,0.368188
0.479747,0.472227,0.386152,1.04036,0.352991
0.489848,0.458468,0.38857,1.01173,0.338826
0.499949,0.445842,0.390348,0.985823,0.325977
0.510051,0.434896,0.391531,0.963663,0.314967
0.520152,0.426592,0.392181,0.947067,0.306718
0.530253,0.42216,0.39238,0.938385,0.302414
0.540354,0.42134,0.392278,0.936999,0.301755
0.550455,0.42132,0.3921,0.937251,0.301919
0.560556,0.421266,0.391897,0.937477,0.302075
0.570657,0.421147,0.391666,0.937625,0.3022
0.580758,0.420955,0.391391,0.937706,0.302302
0.590859,0.420675,0.39105,0.937723,0.302387
0.60096,0.42027,0.390605,0.937669,0.302461
0.611061,0.419677,0.389994,0.93752,0.302526
0.621162,0.418795,0.389122,0.937236,0.302584
0.631263,0.417474,0.38785,0.936754,0.302636
0.641364,0.415512,0.385987,0.935989,0.302684
0.651465,0.412661,0.383302,0.934834,0.302727
0.661566,0.408644,0.37954,0.933171,0.302767
0.671667,0.403199,0.374455,0.930888,0.302803
0.681768,0.396128,0.367864,0.9279,0.302837
0.691869,0.387349,0.35969,0.924173,0.302868
0.70197,0.376943,0.350009,0.919742,0.302897
0.712071,0.365166,0.339059,0.914718,0.302924
0.722172,0.352441,0.327231,0.909284,0.302949
0.732273,0.339305,0.315024,0.903671,0.302972
0.742374,0.326343,0.302982,0.898131,0.302994
0.752475,0.314108,0.291616,0.892905,0.303015
0.762576,0.303055,0.28135,0.888186,0.303035
0.772677,0.293493,0.272469,0.884109,0.303053
0.782778,0.285571,0.265111,0.880734,0.30307
0.792879,0.279283,0.259268,0.878054,0.303084
0.80298,0.274502,0.254822,0.876006,0.303092
0.813081,0.271022,0.251575,0.874481,0.303088
0.823182,0.268594,0.249287,0.873336,0.303061
0.833283,0.266961,0.247705,0.872395,0.302991
0.843384,0.26588,0.246571,0.871435,0.302841
0.853485,0.265125,0.245628,0.870149,0.302547
0.863586,0.264485,0.244591,0.868089,0.301997
0.873687,0.263736,0.243104,0.864553,0.301004
0.883788,0.262611,0.240678,0.858426,0.299255
0.893889,0.260747,0.236587,0.847946,0.296246
0.90399,0.257617,0.229747,0.830411,0.291186
0.914091,0.252458,0.218612,0.801917,0.282906
0.924192,0.244242,0.201198,0.757466,0.269838
0.934293,0.231799,0.175542,0.69215,0.250272
0.944394,0.214317,0.140998,0.604488,0.223243
0.954495,0.192394,0.100348,0.501771,0.19024
0.964596,0.16911,0.0608344,0.40253,0.156635
0.974697,0.149338,0.0307497,0.327562,0.129758
0.984798,0.136402,0.0131677,0.284039,0.113361
0.994899,0.129866,0.00489595,0.263982,0.105556
1.005,0.127404,0.00121151,0.256787,0.102713
